Name,Rating,Code,CMR Price,Event Price,Full Price,nombre_comercial,marca,modelo,tipo,género,horma,material,material_del_forro,material_de_la_suela,tipo_de_caña,,temporada,material_del_interior,hecho_en,transpirabilidad_de_la_tela,altura_de_la_plataforma,tipo_de_ajuste,forma_de_la_punta,altura_del_tacón,tipo_de_suela,registro_sic
Tenis Skechers para Hombre Moda Maxprotectspt Balmer,4 (4),Código: 72812813,,,399.990,Maxprotectspt Balmer,Skechers,232661TEAL,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Reebok Mujer Moda Reebok Royal Complete,4.7 (281),Código: 72714094,,,249.900,Reebok Royal Complete,Reebok,100000455,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics Mujer Moda Japan S,4.8 (106),Código: 69745058,251.990,287.990,359.990,Japan,Asics,1202A360.108,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Diadora para Hombre Moda Vinfa4,(0),Código: 883076115,,,199.990,Vinfa,Diadora,Vinfa4 Ne,Tenis moda,Hombre,Normal,Tela,Malla (nylon),Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Skechers Unogen1 Frostykicks para Niña,5 (1),Código: 72838747,174.890,199.890,249.900,,Skechers,310527LLTPK,Tenis moda,Niña,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Under Armour para Hombre Running Charged Assert 9,4.6 (15),Código: 72890680,,,349.990,Charged Assert,Under Armour,3024590-003,Tenis deportivos,Hombre,Normal,Cuero,Textil,Goma,Baja,,,,,,,,,,,
Tenis Adidas para Mujer Running Switch Move,5 (21),Código: 72777209,,,299.990,Switch Move,Adidas,ID5258,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas Grand Court 2.0 para Niña,4.8 (948),Código: 39703294,,,289.950,Grand Court 2.0,Adidas,GW6503GRAND205,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Gel-Contend 8 Rs0,(0),Código: 72782891,297.490,,,Gel-Contend 8 Rs0,Asics,1012B320-602,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma para Mujer Moda Karmen Rebelle Charms,5 (5),Código: 72794861,,,479.900,Karmen Rebelle Charms,Puma,389400 01,Tenis moda,Mujer,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Hoka para Mujer Running Rincon 3,(0),Código: 72783099,,,699.990,Rincon 3,Hoka,1119396-ERGL,Tenis,Mujer,Normal,Tela,Textil,Goma,,,,,,Sí,,,,,,
Tenis Puma para Hombre Moda Roma Country Pack,5 (11),Código: 68717742,321.890,367.890,459.900,Roma Country Pack,Puma,389179 02,Tenis moda,Hombre,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Fratta para Hombre Running Soma,4.3 (21),Código: 882877832,77.990,90.990,129.990,Soma,Fratta,Soma Gr,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Nike Mujer Running Quest 5,4.7 (91),Código: 61580209,,,419.950,Quest 5,Nike,DD9291-001-BLK,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos negro Skechers para mujer. Zapatillas moda Skech-Airdynamight,4.9 (21),Código: 53921836,,,,Dynamight,Skechers,149750BKPR,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Skech Litepro Lightr,4.9 (7),Código: 72806327,,,279.990,Skech Litepro Lightr,Skechers,149944LTGY,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Hoka para Mujer Running Clifton 9,(0),Código: 72783178,559.990,639.990,799.990,Clifton 9,Hoka,1127896-BRGL,Tenis,Mujer,Normal,Tela,Textil,Goma,,,,,,Sí,,,,,,
Guayos Puma con taches para Hombre Rapido Iii Fg/Ag,5 (1),Código: 72794193,,,319.900,Rapido Iii Fg/Ag,Puma,106572 09,Guayos,Hombre,Normal,Sintético,,Sintético,,,,Textil,,No,,,,,,
Tenis Adidas Mujer Running Supernova 3 W,5 (4),Código: 72712444,,,599.950,Supernova 3 W,Adidas,IE4342,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Basketball OwnTheGame,5 (6),Código: 72738152,,,439.950,OwnTheGame,Adidas,IF2689,Tenis,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Skechers Sportcourt92 para Niño Velcro,5 (1),Código: 72838573,,,219.900,,Skechers,310145LWHT,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis Disney Aldo para Mujer Moda Sneaker,(0),Código: 69352720,,,,D100Z Sneaker,ALDO,D100ZSNEAKER100,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Mountain Gear Mujer Outdoor Annie3,4.6 (640),Código: 882258779,119.990,139.990,199.990,Annie 3,Mountain Gear,ANNIE3 NE,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Guayos Nike para Hombre Vapor 15 Club Tf,5 (5),Código: 72783680,,,359.950,Vapor 15 Club Tf,Nike,DJ5968-600,Tenis deportivos,Hombre,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Puma para Mujer Cross Training Pwrframe Tr 2 Wns,5 (3),Código: 72716605,461.990,527.990,659.990,Pwrframe Tr 2 Wns,Puma,377891 01,Tenis,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis On Running para Hombre Running Cloudgo . Zapatillas On Running para hombre,5 (3),Código: 71728575,719.990,809.990,899.990,Cloudgo,On Running,5598395,Tenis,Hombre,Normal,Sintético,,Sintético,,,Toda temporada,Textil,,,,,,,,
Tenis Adidas Hombre Moda Adi2000,4.8 (1394),Código: 72712179,,,599.990,Adi2000,Adidas,GV9544,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis New Balance para Hombre Moda 574,4.8 (6),Código: 72735663,551.590,630.390,787.990,574,New Balance,M5740VL1,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Basement para Mujer Moda Asambra,1 (1),Código: 883013097,,,169.990,Asambra,Basement,Asambra Bl,Tenis moda,Mujer,Normal,Sintético,Malla (nylon),Sintético,,,Toda temporada,,,,,,,,,
Tenis Moda Starter Thundersud Hombre,4.2 (20),Código: 882760372,,,,Thundersud,Starter,THUNDERSUD OL,Tenis moda,Hombre,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Guayos Fratta Hombre Fútbol Huang6,(0),Código: 882691800,89.990,104.990,149.990,Huang6,Fratta,HUANG6 NE2,Guayos,Hombre,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,,,,,
Tenis New Balance para Hombre Moda 550,4.5 (2),Código: 72735438,510.990,583.990,729.990,550,New Balance,BB550SWB,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Aldo Mujer Moda Etiene,5 (1),Código: 53618738,,,,Etiene,ALDO,ETIENE270,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Running AlphaEdge +,4.5 (10),Código: 72781144,,,419.950,AlphaEdge +,Adidas,IF7292,Tenis,Hombre,Normal,Tela,,Caucho,,,Toda temporada,Textil,,,,,,,,
Guayos Cancha Sintética para Hombre Diadora Pichid,4.5 (11),Código: 882861284,119.990,139.990,199.990,Pichid,Diadora,PICHI6TFRC0641,Guayos,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis moda Diadora Boy Bamtelo para Niño Velcro,5 (1),Código: 883031513,,,119.990,,Diadora,Boy Bamtelo Az,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Puma para Mujer Moda Cali Star,4.7 (9),Código: 28936201,398.890,455.890,569.900,Cali Star,Puma,380176 02,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Hombre Running Gel Cumulus 25,4.8 (35),Código: 72806997,,,699.990,Gel Contend 8,Asics,1011B621.022,Tenis,Hombre,Normal,Sintético,Poliuretano,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Lifestyle Escapeplan Endlesspu,5 (5),Código: 72806364,,,359.990,Escapeplan Endlesspu,Skechers,180061GYAQ,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,,,,,,No,,,,,,
Tenis moda Veja Recife Mujer,3.7 (3),Código: 62677000,,,999.990,Recife,Veja,RC0502418A,Tenis moda,Mujer,Normal,Cuero,,Goma,,,Toda temporada,Sintético,,,,,,,,
Tenis Diadora Mujer Moda Frego2,4.6 (561),Código: 881814591,101.990,118.990,169.990,,Diadora,W FREGO2 BL,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,No aplica,,,,,,Sin plataforma,,,,,
Tenis Diadora Crego6 Niño Velcro,4.8 (48),Código: 882663016,,,,,Diadora,BOY CREGO6 NE,Tenis moda,Niño,,Sintético,,Sintético,,,Toda temporada,Sintético,China,,,Velcro,,,,
Tenis Diadora para Mujer Lifestyle Bamtela | Tenis de moda para mujer Diadora,4.6 (25),Código: 882886045,149.990,174.990,249.990,Bamtela,Diadora,W BAMTELA NE,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Reebok Xt Sprinter para Niño,5 (3),Código: 63118086,167.990,191.990,239.990,,Reebok,HQ1083,Tenis moda,Niño,Normal,Cuero,,Goma,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Adidas para Mujer Moda Breaknet 2.0,4.8 (62),Código: 61123533,,,349.950,Breaknet 2.0,adidas,HP9445BREAK0101,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Guayos Cancha Sintética para Hombre Diadora Pichid,5 (5),Código: 882861167,119.990,139.990,199.990,Pichid,Diadora,PICHI6IDRD0666,Guayos,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Nike para Mujer Moda W Af1 Plt.Af.Orm| Zapatillas Nike para Mujer Air Force 1,(0),Código: 72826032,535.490,611.990,764.990,Air Force 1,Nike,DJ9946-100,Tenis moda,Mujer,Normal,Cuero,Malla (nylon),Caucho,No aplica,,,,,,,,,,,
Tenis Nike Flex Runner 2 Niño,4.9 (16),Código: 69406380,195.990,223.990,279.950,,Nike,DJ6040-002,Tenis moda,Niño,Normal,Cuero,,Sintético,,,Toda temporada,Textil,,,,Elástico,,,,
Tenis Skechers ElectricJumps Niña,4.9 (9),Código: 28599563,132.890,151.890,189.900,,Skechers,302378L-NVY,Tenis moda,Niña,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Cordones,,,,
Tenis Puma para Mujer Cross Training Infusion Wns,4.4 (7),Código: 72716642,,,449.990,Infusion Wns,Puma,378115 06,Tenis,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Hombre Moda Reebok Royal Complete,4.5 (246),Código: 72714103,,,249.900,Reebok Royal Complete,Reebok,100000452,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Diadora para Hombre Nextgen,4.4 (35),Código: 882886784,,,179.990,Nextgen Ne,Diadora,Nextgen Ne,Tenis moda,Hombre,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Guayos de Cancha Sintética para Hombre Diadora Pichid sin Taches,5 (2),Código: 882861359,119.990,139.990,199.990,Pichid,Diadora,PICHI6TFRC3444,Guayos,Hombre,Normal,Sintético,,Goma,No aplica,,,Poliéster,,,,,,,,
Tenis Onrunning para Hombre Running Cloudmonster,(0),Código: 72901711,,,999.990,Cloudmonster,On Running,6198288,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Baja,,,,,,,,,,,
Tenis Nike para Mujer Moda W Af1 Shadow| Zapatillas Nike para Mujer Air Force 1,5 (1),Código: 72826073,,,859.950,Air Force 1,Nike,DZ1847-001,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Reebok para Mujer Lifestyle Princess | Zapatillas Reebok Mujer de moda color Negro,(0),Código: 72832809,174.990,199.990,249.990,Princess,Reebok,100000120,Tenis,Mujer,Normal,Sintético,Textil,Caucho,,,,,,No,,,,,,
Tenis Asics Mujer Running Gel-Pulse 14,4.9 (9),Código: 72713766,293.990,335.990,419.990,Gel-Pulse 14,Asics,1012B531-001,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Converse Chuck Taylor All Star Lift Mujer,4.6 (8),Código: 16813212,,,399.990,CHUCK TAYLOR ALL STAR LIFT,Converse,560845C,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis adidas Advantage CF I Niña,4.7 (247),Código: 39704071,188.990,215.990,269.950,Advantage CF I,Adidas,GW6497ADVANT201,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Dlites Coolchange,5 (5),Código: 72806429,,,349.990,Dlites Coolchange,Skechers,13143LAV,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Asics Hombre Running Noosa Tri 14,4.8 (16),Código: 67209874,,,599.990,Noosa,Asics,1011B368.700,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Diadora para Hombre Moda James7,4.4 (8),Código: 883015992,,,159.990,James,Diadora,James7 Br,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers Bounder Niño,4.6 (5),Código: 66150325,,,169.900,,Skechers,403734L-BKCC,Tenis moda,Niño,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Cordones,,,,
Tenis Bearcliff para Hombre Moda Askar,4.7 (7),Código: 882814539,,,139.990,Askar,Bearcliff,ASKAR BL2,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Baja,,,,,,,,,,,
Guayos Cancha Sintética para Hombre Diadora Pichid,4.8 (8),Código: 882861159,119.990,139.990,199.990,Pichid,Diadora,PICHI6IDRC3444,Guayos,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics Hombre Moda Japan S,4.8 (80),Código: 69745032,223.990,255.990,319.990,Japan,Asics,1201A555.400,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Vans Unisex Moda Era,4.4 (5),Código: 28053967,188.990,215.990,269.990,Era,Vans,VN000EWZBLK,Tenis moda,Unisex,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Veja V-15 Extra Nautico Hombre,5 (1),Código: 39524425,,,,V-15 EXTRA NAUTICO,Veja,VQ0203086B,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Mujer Moda Court Ad,4.3 (3),Código: 72816078,230.890,263.890,329.900,Court Ad,Reebok,100034028,Tenis moda,Mujer,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers Mujer Summits Cool Classic 149206LGLV,5 (1),Código: 12489963,179.990,199.990,254.900,,Skechers,149206LGLV,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,Sí,,,,,,
Tenis Reebok para Mujer Running Zig Dynamica 4 | Tenis para Mujer de Running Color Azul,5 (1),Código: 72815832,272.890,311.890,389.900,Zig Dynamica 4,Reebok,100033403,Tenis,Mujer,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Starter Hombre Moda PowerX,4.8 (20),Código: 882814451,,,249.990,PowerX,Starter,POWER XH2 MULTI,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Mujer Moda Classic,4.7 (884),Código: 72815591,258.990,295.990,369.990,Classic,Reebok,100008496,Tenis moda,Mujer,Normal,Cuero,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Running Duramo RC,4.5 (46),Código: 72750369,,,299.990,Duramo RC,Adidas,ID2700,Tenis,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Mujer Moda Glide Sp,5 (3),Código: 72771721,,,339.990,Glide Sp,Reebok,100033040,Tenis moda,Mujer,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Aldo Mujer Moda Dilathielle,4.3 (66),Código: 24709874,197.990,230.990,329.990,Tenis Aldo Mujer Moda Dilathielle,ALDO,DILATHIELLE100,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis moda Veja Esplar Hombre,4.8 (6),Código: 62677275,671.990,755.990,839.990,Esplar,Veja,EA0200001B,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Fratta para Hombre Running Tinmarita,5 (2),Código: 883014506,83.990,97.990,139.990,Tinmarita,Fratta,Tinmarita Gr,Tenis,Hombre,Normal,Tela,Malla (nylon),Sintético,,,Toda temporada,,,,,,,,,
Tenis Nike Court Borough Low 2 para Niña Velcro,5 (3),Código: 36549816,220.490,251.990,314.990,Court Borough,Nike,DJ6038-600-PNK,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Novablast 4,4.7 (9),Código: 72902052,,,699.990,Novablast,Asics,1012B510-400,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,,,Otoño-Invierno,,,,,,,,,
Tenis Asics para Hombre Running Patriot 13,5 (1),Código: 71278842,,,329.990,Patriot,Asics,1011B485-300,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis On Running para Hombre Running Cloudmonster,5 (3),Código: 72736678,,,999.990,Cloudmonster,On Running,6198653,Tenis,Hombre,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Diadora Boy Bamtelo para Niño Velcro,(0),Código: 883030906,,,119.990,,Diadora,Boy Bamtelo Ne,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Adidas para Niño Advantage,4.8 (278),Código: 72751925,167.990,191.990,239.950,,Adidas,IG2545,Tenis deportivos,Unisex,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Velcro,,,,
Tenis Nike para Hombre Moda Sb Force58,5 (2),Código: 72875553,,,414.990,Sb Force58,Nike,CZ2959-001-BLK,Tenis moda,Hombre,Normal,Cuero,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis On Running Hombre Running Cloud X 3,5 (1),Código: 48607735,719.990,809.990,899.990,Cloud X 3,On Running,6098703,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Diadora para Mujer Running Snipe | Zapatillas para mujer Diadora,4.7 (6),Código: 882861172,131.990,153.990,219.990,Snipe,Diadora,SNIPE WD0540,Tenis deportivos,Mujer,Normal,Sintético,,Goma,,,,Sintético,,Sí,,,,,,
Tenis Skechers para Mujer Moda Gorunelevate Hotstre,4.6 (11),Código: 72791534,,,299.990,Gorunelevate Hotstre,Skechers,128320BBK,Tenis moda,Mujer,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis negro cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0,4.7 (21),Código: 69670218,221.890,258.890,369.900,Ultraflex - Slip In,Skechers,149709BBK,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Moda Suede Classic XXI,4.3 (4),Código: 68717691,342.890,391.890,489.900,Suede Classic XXI,Puma,374915 06,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Running Ultimashow,4.8 (445),Código: 10843635,,,,Ultimashow,Adidas,FX3631ULTIM0101,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,,,,Sí,,,,,,
Tenis Moda Aldo Mujer Blanco Phiobe,3.2 (5),Código: 61899990,,,,Phiobe,ALDO,PHIOBE100,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas para Mujer Running Ultraboost Light,4.8 (247),Código: 65698924,,,,Ultraboost,adidas,GY9353,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis New Balance para Hombre Moda 574,4.6 (55),Código: 72802517,,,539.990,574,New Balance,ML574EVB,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics Mujer Running Noosa Tri 15,4.9 (22),Código: 71282020,,,669.990,Noosa,Asics,1012B429-401,Tenis deportivos,Mujer,Normal,Sintético,Poliuretano,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Moda D-Pad,5 (9),Código: 72889107,,,549.990,D-Pad,Adidas,IG6820,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas Hombre Running Response Runner U,4.8 (1704),Código: 71786769,,,199.990,Response Runner U,Adidas,ID7334,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Club C 85 Harry Potter Unisex | Tenis Harry Potter Reebok Hogwarts,(0),Código: 72870162,,,259.990,,Reebok,100206937,Tenis moda,Unisex,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Adidas para Hombre Running Tenis Adidas Adizero Sl Running,4.8 (783),Código: 72094107,,,649.950,Tenis Adidas Adizero Sl Running,Adidas,ID6924,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma Mujer Moda X-Ray Speed Lite,(0),Código: 52325896,314.990,359.990,449.990,X-Ray Speed Lite,Puma,384639 16,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Club C 85 Harry Potter Unisex | Tenis Harry Potter Reebok Hogwarts,(0),Código: 72870167,,,299.990,,Reebok,100206938,Tenis moda,Unisex,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis adidas Hombre Moda Streetcheck,4.8 (168),Código: 63085044,,,379.950,Without Sales-Line,adidas,GY1913STREE0101,Tenis moda,Hombre,Normal,Cuero,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Diadora para Hombre Running Eagle,5 (7),Código: 882861314,119.990,139.990,199.990,Eagle,Diadora,EAGLE 6C3567,Tenis,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
"Guayos Diadora Para Cancha Sintética - Zapatilla De Fútbol Con Suela Lisa Y Sin Taches, Color Gris De Hombre Con Cordones",4.8 (6),Código: 882530193,,,199.990,,Diadora,101.178793C3444,Guayos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,Italia,,,,,,,
Tenis Skechers para Hombre Moda Crossbar Cohasset | Zapatillas Skechers para Hombre Mid Cross,3 (1),Código: 72808307,,,359.990,Crossbar Cohasset,Skechers,237342BRTN,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Media,,,,,,,,,,,
Chanclas Reebok para Hombre Fulgere Slide . Chanclas Fulgere Slide Reebok,4.6 (24),Código: 72713840,,,119.900,,Reebok,100039176,Sandalias,Hombre,Normal,Sintético,Textil,Sintético,,,,,,,,,Abierta,Sin taco (0 a 2 cm),,
Tenis Skechers Dreamy Dancer Super Sw para Niña,5 (1),Código: 72821972,111.990,127.990,159.990,,Skechers,302443L-GYPK,Tenis moda,Niña,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Hoka Hombre Running Clifton 9,4.9 (10),Código: 67134498,639.990,719.990,799.990,Clifton 9,Hoka,1127895-BWHT,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics Japan S para Hombre Moda,(0),Código: 72806956,265.990,303.990,379.990,Japan,Japan S,1201A173-124,Tenis moda,Hombre,Normal,Cuero,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers Microspec Brightretr para Niña Velcro,5 (6),Código: 72761930,,,144.900,,Skechers,302348N-BKMT,Tenis moda,Niña,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Adidas para Hombre Moda Showtheway 2.0,4.7 (681),Código: 38215420,,,,Showtheway 2.0,Adidas,GY6346SHOWT0201,Tenis,Hombre,Normal,Tela,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Veja Esplar Logo Mujer,(0),Código: 39522911,,,999.990,ESPLAR LOGO,Veja,RC0502946A,Tenis moda,Mujer,Normal,Cuero,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Moda Skechers Gorun650 Fierceflash para Niña Velcro,4.5 (2),Código: 72838492,,,159.900,,Skechers,302478NPKLV,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis moda Veja V-12 Mujer,5 (2),Código: 62677167,799.990,899.990,999.990,V-12,Veja,XD1803106A,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis New Balance Mujer Moda 997,5 (10),Código: 69639207,413.690,472.790,590.990,997,New Balance,CW997HRG,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,,,Toda temporada,,,,,,,,,
