type,gender,last_type,material,brand,sole_material,lining_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Tenis,Mujer,Normal,Tela,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok para Mujer Cross Training Flexagon Energy Tr 4 | Tenis para Mujer de Cross Training Color Blanco'],['5 (10)'],['Código: 72804681'],209.990,,,Cross training,
Tenis moda,Mujer,Normal,Sintético,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Mujer Moda Court Plataforma'],['4.8 (443)'],['Código: 72712690'],329.990,,,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,Skechers,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Maxprotectspt Balmer'],['4.3 (6)'],['Código: 72812813'],,,399.990,,
Tenis moda,Unisex,Normal,Tela,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Club C 85 Harry Potter Unisex | Tenis Harry Potter Reebok Hogwarts'],['(0)'],['Código: 72870170'],289.990,,,,
Tenis deportivos,Mujer,Normal,Sintético,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer'],['5 (2)'],['Código: 72736569'],,,899.990,Running,
Guayos,Niño,,Sintético,Puma,Sintético,,Toda temporada,China,,['Guayos Puma Rapido III Fg Niño'],['4.5 (4)'],['Código: 64398838'],195.890,223.890,279.900,,Textil
Tenis deportivos,Hombre,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Running Energen Lux'],['4.8 (77)'],['Código: 72713866'],,,219.900,Running,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Adidas Breaknet 2.0 - Beige'],['5 (1)'],['Código: 122270670'],,,,,
,Mujer,,Textil,,,,,,,['Tenis Mujer Reebok Classic Leather - Blanco'],['(0)'],['Código: 129101687'],300.209,329.900,366.900,,
Tenis moda,Niña,Normal,Tela,ELV,Goma,,Toda temporada,China,Sintético,['Tenis ELV Canlow Pride para Niña'],['5 (3)'],['Código: 882812472'],76.990,87.990,109.990,,Textil
,Niño,Normal,Sintético,,Goma,Textil,,,,['Guayos Jr Mercurial Vapor 15 Club'],['(0)'],['Código: 127437095'],,,,,
Tenis moda,Unisex,Normal,Tela,Vans,Caucho,Textil,Toda temporada,China,Textil,['Tenis Vans Unisex Moda Era'],['4.4 (5)'],['Código: 28053967'],,,269.990,,
Tenis moda,Mujer,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Reebok para Mujer Moda Classic Harry Potter | Tenis Harry Potter Reebok Hogwarts'],['5 (3)'],['Código: 72870115'],,,429.990,Lifestyle,
Tenis moda,Mujer,Normal,Tela,Converse,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Converse para Mujer Moda Chuck Taylor All Star Move'],['5 (1)'],['Código: 71195822'],297.490,339.990,424.990,,
Guayos,Hombre,Normal,Sintético,Adidas,Sintético,Textil,Toda temporada,Camboya,Textil,['Guayos Adidas para Hombre Goletto VIII FG'],['4.7 (220)'],['Código: 72888752'],,,249.990,Fútbol,
Zapatos casuales,Niño,Normal,Sintético,,,,,,,['Tenis Hansel Verde-Ama para niño Los Gomosos'],['5 (1)'],['Código: 119308892'],,,,,
Tenis moda,Niña,Normal,Sintético,Skechers,Goma,,Toda temporada,China,,['Tenis Skechers ElectricJumps Niña'],['4.9 (9)'],['Código: 28599563'],,,189.900,,Poliéster
,Mujer,Normal,Textil,,Goma,Textil,,,,['Tenis Nike Mujer Revolution 6'],['(0)'],['Código: 120471748'],,,,,
Tenis moda,Mujer,Normal,Sintético,Veja,Goma,Sintético,Toda temporada,Brasil,,['Tenis moda Veja V-12 Mujer'],['5 (2)'],['Código: 62677167'],799.990,899.990,999.990,,
,Hombre,Normal,,,,,,,,['Guayos Kinal Verde para hombre Croydon'],['(0)'],['Código: 120726827'],,,,,
Zapatillas deportivas,Mujer,Pequeña,Cuero,,Caucho,Textil,,,Tela,['Tenis Deportivos Blanco-Negro Puma Karmen Rebelle Mujer'],['(0)'],['Código: 126966752'],,,,,
Tenis moda,Hombre,Normal,Sintético,Diadora,Caucho,Malla (nylon),Toda temporada,China,Malla (Nylon),['Tenis Diadora para Hombre Moda James7'],['4.5 (10)'],['Código: 883015992'],,,159.990,Lifestyle,
,Hombre,,Textil,,,Textil,,,,['TENIS EXECUTIVE 2.0 FILA HOMBRE'],['(0)'],['Código: 118156975'],,,,Walking,
Tenis deportivos,Unisex,Normal,Sintético,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas Breaknet Lifestyle adidas Court Tira Regulable de Cierre por Contacto Doble Unisex'],['4.8 (26)'],['Código: 72781212'],143.990,167.990,239.950,Lifestyle,
,Hombre,Normal,Cuero,,Goma,Textil,,,,['Zapatos Puma Speeder - Unisex'],['(0)'],['Código: 128037829'],,,289.000,Training,
,Mujer,,Textil,,,,,,,['Tenis Mujer adidas Galaxy 5 - Rosa-Blanco'],['4.3 (3)'],['Código: 119437869'],213.759,234.900,293.900,Running,
Tenis moda,Niño,Normal,Sintético,Yamp,Sintético,Poliéster,Toda temporada,China,Poliéster,['Tenis Moda Yamp Sp Basic para Niño con Velcro | Tenis Azules para Niño Yamp'],['4.8 (21)'],['Código: 883033491'],79.990,,,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Skechers Gorun Consistent- Negro'],['5 (2)'],['Código: 119441984'],,,,Running,
Tenis,Hombre,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Switch Move'],['4.8 (29)'],['Código: 72738198'],249.990,,,Running,
Tenis,Mujer,Normal,Tela,Hoka,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Hoka para Mujer Running Clifton 9'],['(0)'],['Código: 72783186'],,,799.990,Running,
Tenis,Mujer,Normal,Tela,Hoka,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Hoka para Mujer Running Clifton 9'],['(0)'],['Código: 72783180'],,,799.990,Running,
Tenis deportivos,Mujer,Normal,Sintético,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer'],['5 (2)'],['Código: 72736569'],,,899.990,Running,
Tenis,Mujer,Normal,Tela,Hoka,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Hoka para Mujer Running Clifton 9'],['(0)'],['Código: 72783186'],,,799.990,Running,
,Niño,,Textil,,,,,,,['Tenis Niño Adidas Tensaur - Blanco-Negro'],['(0)'],['Código: 128908158'],218.309,239.900,266.900,Lifestyle,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Sintético,Sintético,Toda temporada,Vietnam,Textil,['Tenis Asics Hombre Running Noosa Tri 14'],['4.8 (16)'],['Código: 67209874'],,,599.990,Running,
Tenis moda,Mujer,Normal,Cuero,Nike,Caucho,Poliéster,Toda temporada,Indonesia,Poliéster,"[""Tenis Nike para Mujer Moda Wmns Air Force 1 '07 Se | Zapatillas Nike para Mujer Air Force 1""]",['(0)'],['Código: 72825944'],,,779.950,,
Tenis moda,Hombre,Normal,Sintético,Asics,Caucho,,Toda temporada,Brasil,Textil,['Tenis Asics para Hombre Moda Japan S'],['(0)'],['Código: 72768619'],289.990,,,,Textil
Tenis,Mujer,Normal,Tela,Hoka,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Hoka para Mujer Running Clifton 9'],['(0)'],['Código: 72783180'],,,799.990,Running,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,,Toda temporada,China,Poliéster,['Tenis Skechers Illumi Brights Therm para Niño Velcro'],['5 (3)'],['Código: 72794532'],,,169.900,,Poliéster
Tenis,Hombre,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Basketball OwnTheGame'],['5 (6)'],['Código: 72738152'],263.990,307.990,439.950,Básquetbol,
Tenis deportivos,Hombre,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Running Ztaur Run Ii'],['4.8 (16)'],['Código: 72713948'],254.890,,,Running,
Tenis moda,Niño,Normal,Sintético,Puma,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Puma Rickie para Niño'],['5 (3)'],['Código: 72722139'],,,289.900,,
,Hombre,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis Puma para Hombre Runtamed Plus Gris 39125011'],['(0)'],['Código: 127879732'],348.530,383.000,451.000,Walking,
Tenis moda,Mujer,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Lifestyle AlphaEdge+'],['4.7 (82)'],['Código: 72724951'],251.990,293.990,419.950,,
,Hombre,,Sintético,,Goma,,,,,['Zapatillas Nike Lisa Legend 10 Club Ic-Amarillo Suave'],['(0)'],['Código: 128295919'],295.741,,,Fútbol,
Tenis deportivos,Mujer,Normal,Sintético,Asics,Caucho,Poliéster,Otoño-Invierno,Vietnam,Poliéster,['Tenis Asics para Mujer Running Novablast 4 Tr'],['5 (1)'],['Código: 72902057'],,,699.990,Running,
Tenis deportivos,Hombre,Normal,Sintético,Mountain Gear,Sintético,Sintético,Toda temporada,China,,['Tenis Mountain Gear Hombre Outdoor Bontynalt'],['4.4 (69)'],['Código: 882678473'],135.990,,,Outdoor,
Tenis moda,Mujer,Normal,Sintético,Steven Madden,Sintético,,Toda temporada,China,Textil,['Tenis Negros Steven Madden para Mujer Moda Possesion 1 | Tenis de Moda para Mujer color Negro Steven Madden'],['(0)'],['Código: 72800054'],,,369.990,,Textil
Tenis moda,Hombre,Normal,Cuero,Nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,"[""Tenis Nike para Hombre Moda Air Force 1 '07| Zapatillas Nike para Hombre Air Force 1""]",['(0)'],['Código: 72826060'],,,739.950,,
,Niño,Normal,Sintético,,Sintético (PU),Textil,,,,['Guayos Fezder Negro para niño Croydon'],['5 (1)'],['Código: 119308775'],,,,Fútbol,
Tenis moda,Hombre,Normal,Tela,Veja,Caucho,Poliéster,Toda temporada,Brasil,Textil,['Tenis Veja para Hombre Moda Volley Tela'],['(0)'],['Código: 72884433'],,,749.990,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,On Running,Caucho,Poliéster,Toda temporada,Vietnam,,['Tenis Blancos On Running Hombre The Roger Advantage'],['(0)'],['Código: 72717844'],639.990,719.990,799.990,,
,Hombre,,Textil,,Caucho,Textil,,,,['Tenis Hombre Adidas Galaxy 6 - Azul'],['(0)'],['Código: 119438133'],232.869,255.900,341.900,Running,
Tenis,Hombre,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,['Tenis Asics para Hombre Running Gel Spectrum Az0'],['4.6 (19)'],['Código: 72742807'],319.990,,,Running,
Tenis moda,Unisex,Normal,Tela,Converse,Caucho,Poliéster,Toda temporada,China,Poliéster,['Tenis Converse Unisex Moda Chuck Taylor All Star'],['(0)'],['Código: 72807304'],,,439.000,,
Tenis,Hombre,Normal,Tela,Under Armour,Sintético,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Essential | Zapatillas Under Armour Essential'],['4.9 (9)'],['Código: 72763348'],229.990,,,Running,
Tenis deportivos,Mujer,Normal,Sintético,Asics,Caucho,Poliuretano,Toda temporada,Vietnam,Textil,['Tenis Asics Mujer Running Noosa Tri 15'],['4.9 (23)'],['Código: 71282020'],,,669.990,Running,
Tenis,Mujer,Normal,Tela,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudflow'],['5 (1)'],['Código: 72736906'],,,799.990,Running,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Sintético,Sintético,Toda temporada,Vietnam,,['Tenis Asics Hombre Running Jolt 4'],['4.7 (24)'],['Código: 64276569'],249.990,,,Running,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Running Floatride Energy 5'],['5 (2)'],['Código: 72714027'],,,499.900,Running,
Tenis,Mujer,Normal,Tela,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok para Mujer Running Zig Dynamica 4 | Tenis para Mujer de Running Color Azul'],['5 (1)'],['Código: 72815827'],272.890,311.890,389.900,Running,
Tenis deportivos,Hombre,Normal,Tela,Hoka,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Hoka Hombre Running Clifton 9'],['4.9 (10)'],['Código: 67134498'],,,799.990,Running,
Tenis moda,Niña,Normal,Tela,ELV,Goma,,Toda temporada,China,Sintético,['Tenis ELV Canlow Blanco para Niña'],['3.7 (3)'],['Código: 882812690'],76.990,87.990,109.990,,Textil
,Mujer,,Cuero,,,,,,,['Tenis Mujer adidas Grand Court Td - Blanco'],['(0)'],['Código: 128103762'],217.399,238.900,318.900,Training,
Tenis deportivos,Hombre,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas Hombre Cross training Everyset Trainer'],['5 (3)'],['Código: 72712347'],329.990,384.990,549.990,Cross training,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Adidas Strutter - Rosa-Blanco'],['3.5 (2)'],['Código: 121775836'],247.429,271.900,364.900,,
,Mujer,Grande,Sintético,,Goma,Textil,,,,['Tenis Adidas Grand Court'],['(0)'],['Código: 123510116'],,,,,
Tenis moda,Hombre,Normal,Cuero,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas para Hombre Moda Gazelle'],['4.8 (391)'],['Código: 72905246'],,,649.990,Lifestyle,
Tenis moda,Hombre,Normal,Cuero,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas para Hombre ZNSORED Hi'],['4.9 (42)'],['Código: 72738122'],347.990,405.990,579.950,,
,Hombre,Normal,,,,,,,,['Guayos Coranio Verde para hombre Croydon'],['(0)'],['Código: 120729483'],,,,,
Tenis moda,Mujer,Normal,Sintético,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok para Mujer Moda Glide Sp'],['5 (3)'],['Código: 72771721'],,,339.990,,
Guayos,Niño,,Sintético,adidas,Caucho,,Toda temporada,Camboya,,['Guayos adidas Goletto Viii Tf J Niño'],['4.8 (191)'],['Código: 62992520'],139.990,159.990,199.950,,Textil
Tenis moda,Mujer,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,['Tenis Asics Mujer Moda Japan S'],['4.8 (110)'],['Código: 69745058'],289.990,,,,
Tenis moda,Hombre,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Reebok para Hombre Moda Classic Harry Potter | Tenis Harry Potter Reebok Hogwarts'],['4 (1)'],['Código: 72870122'],,,429.990,Lifestyle,
Zapatos casuales,Hombre,Normal,Sintético,Skechers,Goma,Sintético,Toda temporada,China,,['Zapatos casuales Skechers Go Walk Max Hombre'],['5 (4)'],['Código: 17652641'],,,,,
,Mujer,,Textil,,,,,,,['Tenis Mujer Skechers Flex Appeal 4.0 - Gris-Blanco'],['(0)'],['Código: 121209511'],,,,,
Tenis moda,Hombre,Normal,Cuero,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas para Hombre Moda Campus'],['4.9 (121)'],['Código: 72905238'],359.990,419.990,599.990,Lifestyle,
Tenis,Hombre,Normal,Sintético,Diadora,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Diadora para Hombre Running Eagle'],['5 (7)'],['Código: 882861314'],,,199.990,Running,
,Hombre,Normal,Sintético,,Caucho,Textil,,,,['Guayos Grod Azul Osc para hombre Croydon'],['4 (3)'],['Código: 119709023'],,,,Fútbol,
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,,Toda temporada,China,Textil,['Tenis Reebok Xt Sprinter para Niño'],['5 (3)'],['Código: 63118086'],,,239.990,,Textil
Tenis moda,Niña,Normal,Sintético,Adidas,Caucho,Sintético,Toda temporada,Indonesia,,['Tenis Adidas Grand Court 2.0 para Niña'],['4.8 (993)'],['Código: 39703294'],173.990,202.990,289.950,,
,Mujer,Normal,Sintético,,Goma,Textil,,,,['Zapatos Adidas Court Tourino Bold - Mujer'],['(0)'],['Código: 129011599'],,,449.000,Training,
Tenis moda,Niña,Normal,Sintético,Adidas,Caucho,Sintético,Toda temporada,Indonesia,,['Tenis Adidas Grand Court 2.0 para Niña'],['4.8 (970)'],['Código: 39703331'],173.990,202.990,289.950,,
Tenis deportivos,Hombre,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Hombre Cross training Dropset 2 Trainer'],['4.8 (192)'],['Código: 72712320'],,,,Cross training,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Dynamight2.0 Momento'],['5 (2)'],['Código: 72836735'],,,249.990,,
Tenis moda,Mujer,,Sintético,Skechers,Sintético,,Toda temporada,China,,['Tenis Skechers Mujer Moda Summits Cool Classic'],['5 (8)'],['Código: 23121280'],,,279.900,,Poliéster
Tenis deportivos,Mujer,Normal,Tela,New Balance,Caucho,,Toda temporada,Vietnam,,['Tenis New Balance Mujer Running M1'],['4.5 (2)'],['Código: 62387935'],,,525.990,Running,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Running Floatride Energy 5'],['5 (2)'],['Código: 72714027'],,,499.900,Running,
Tenis,Mujer,Normal,Tela,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok para Mujer Running Zig Dynamica 4 | Tenis para Mujer de Running Color Azul'],['5 (1)'],['Código: 72815827'],272.890,311.890,389.900,Running,
,Mujer,Normal,Sintético,,Sintético (PU),Sintético,,,,['Tenis Tellenzi Dama S42 TalcoNudeAzul'],['4.2 (12)'],['Código: 119831436'],,,,,
Tenis con luces,Niña,Normal,Sintético,Barbie,Caucho,Poliéster,Toda temporada,China,Poliéster,['Tenis con Luces Barbie para Niña'],['5 (2)'],['Código: 882996423'],99.990,,,,
Tenis moda,Niña,Normal,Sintético,Coniglio,Caucho,,Toda temporada,China,Poliéster,['Tenis Coniglio Embrohig Bl2 para Niña'],['4.6 (7)'],['Código: 882837988'],,,119.990,,Textil
Tenis deportivos,Mujer,Normal,Sintético,Reebok,Goma,,Toda temporada,Vietnam,,['Tenis Deportivos Reebok para Mujer de Cross Training Nano X3'],['(0)'],['Código: 72790855'],,,539.990,Cross training,Textil
Tenis,Mujer,Normal,Tela,On Running,Caucho,,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudmonster'],['4 (5)'],['Código: 72736889'],,,999.990,Running,Poliéster
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Gryffindor'],['4.2 (5)'],['Código: 72870152'],289.990,,,,
,Hombre,Normal,Sintético,,Caucho,Textil,,,,['Tenis Puma - X-RAY SPEED - Hombre Verde negro - Ref : 38463826'],['5 (1)'],['Código: 124188043'],,,,,
,Hombre,Pequeña,,,,,,,,['Tenis running hombre PHA RN 2-BLK 3024880-002-N11 UNDER ARMOUR'],['4.7 (3)'],['Código: 118551199'],,,269.900,Running,
Tenis,Hombre,Normal,Tela,Under Armour,Sintético,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Hombre Running Essential'],['4.9 (19)'],['Código: 72763328'],229.990,,,Running,
Tenis moda,Mujer,Normal,Sintético,Puma,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis moda Puma Future Rider Play On Mujer'],['4.1 (7)'],['Código: 64279983'],335.990,383.990,479.990,,
,Hombre,Normal,Textil,,Goma,Textil,,,,['Tenis azul viola hombre navi s'],['3 (9)'],['Código: 117581807'],,,,,
,Mujer,,,,,,,,,['TENIS ADIDAS MUJER DURAMO ID2706'],['(0)'],['Código: 128495763'],212.905,,,Running,
,Hombre,,Textil,,Goma,,,,,['Tenis Nike Experience Running 11 Nn-Negro'],['5 (1)'],['Código: 126704667'],,,349.990,Running,
Tenis deportivos,Mujer,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas Mujer Cross training Everyset Trainer W'],['4.5 (74)'],['Código: 72712352'],329.990,384.990,549.990,Cross training,
Tenis moda,Hombre,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Reebok para Hombre Moda Court Ad'],['4.8 (22)'],['Código: 72815634'],,,309.990,,
,Hombre,,Sintético,,Goma,,,,,['Tenis New Balance 410 V8-Negro/Naranja'],['(0)'],['Código: 128359235'],,,314.990,Running,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Reebok Turbo Restyle - Blanco'],['4 (1)'],['Código: 118465231'],,,,Running,
Tenis moda,Hombre,Normal,Sintético,Asics,Caucho,Textil,Toda temporada,Brasil,Textil,['Tenis Asics para Hombre Moda Japan S'],['5 (1)'],['Código: 72768626'],289.990,,,,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Reebok Lite 3 - Lila-Blanco'],['4.5 (17)'],['Código: 118455318'],,,,Running,
Zapatos casuales,Niña,Normal,Sintético,,,,,,,['Tenis Chiur Gris para niña Los Gomosos'],['5 (1)'],['Código: 119318710'],,,,,
Tenis deportivos,Unisex,Normal,Sintético,Adidas,Caucho,,Toda temporada,Vietnam,Textil,['Tenis Adidas para Niño Tensaur con Correa Ajustable de Cierre por Contacto'],['4.8 (815)'],['Código: 72751889'],,,239.950,,Textil
Tenis,Mujer,Normal,Sintético,On Running,Caucho,,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudswift'],['(0)'],['Código: 72736711'],,,949.990,Running,Poliéster
,Niña,Normal,Textil,,Sintético (PU),Textil,,,,['Tenis Javor Rosa para Niña Croydon'],['5 (1)'],['Código: 124053682'],,,,Indoor,
Tenis moda,Hombre,Normal,Sintético,Diadora,Goma,Malla (nylon),Toda temporada,China,Malla (Nylon),['Tenis Diadora para Hombre Moda Court Midbas'],['3.5 (2)'],['Código: 883015978'],,,199.990,Lifestyle,
Guayos,Hombre,Normal,Sintético,Adidas,Sintético,Textil,Toda temporada,Myanmar,Textil,['Guayos Adidas para Hombre Deportivo II FxG'],['4.7 (77)'],['Código: 72888744'],,,229.990,Fútbol,
,Hombre,,Textil,,,,,,,['Tenis Hombre Reebok Stridium 2 - Azul-Blanco'],['5 (2)'],['Código: 118465587'],,,,Running,
Tenis deportivos,Mujer,Normal,Sintético,On Running,Caucho,Textil,Toda temporada,Vietnam,,['Tenis deportivo On Running Running Mujer Cloudflyer 4'],['5 (3)'],['Código: 48607765'],,,999.990,Running,
Tenis,Mujer,Normal,Sintético,On Running,Caucho,,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudflyer 4'],['(0)'],['Código: 72736893'],,,999.990,Running,Poliéster
,Mujer,Normal,Gamuza,,Caucho,Textil,,,,['Tenis Mujer Colores Variados Calzado Dama Casual Y Elegante-Azul'],['(0)'],['Código: 126657050'],,,,Tenis,
Tenis moda,Mujer,Normal,Cuero,Veja,Caucho,,Toda temporada,Brasil,,['Tenis Moda Veja Esplar Logo Mujer'],['(0)'],['Código: 39522911'],,,,,Textil
