brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material,CMR Discount,Event Discount
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Flexcomfort Freshene,4.0,Código: 72836658,,,299990.0,,,,
Nike,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Court Legacy,4.1,Código: 72714970,,,399990.0,,,,
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,5.0,Código: 72824035,,,269990.0,Running,,,
Puma,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,,Tenis Puma Mujer Moda Cali Star Mix,4.7,Código: 61898307,,,569990.0,Lifestyle,,,
Adidas,Tenis deportivos,Mujer,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,,Tenis Adidas para Mujer Running Lite Racer 3.0,4.8,Código: 63085252,,,329990.0,Running,,,
Fratta,Tenis,Hombre,Normal,Tela,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),Tenis Fratta para Hombre Running Tinmarita,2.5,Código: 883014582,83990.0,97990.0,139990.0,Running,,40.0,30.0
Coniglio,Tenis moda,Niña,Normal,Sintético,,Caucho,Toda temporada,China,Poliéster,Tenis Coniglio Sp Vicky4 para Niña,5.0,Código: 882812922,,,,,Poliéster,,
Mountain Gear,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Textil,Tenis Mountain Gear para Mujer Trekking Plama4,5.0,Código: 883014778,,,239990.0,Trekking,,,
Nike,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Nike para Hombre Moda Air Max Excee,4.6,Código: 4968427,,,614990.0,Lifestyle,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Bobssquad Chaos Foff,,Código: 72820611,,,249990.0,,,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Poliuretano,Tenis Asics Hombre Running Novablast 3,4.7,Código: 71278703,,,699990.0,Running,,,
Asics,Tenis deportivos,Mujer,Normal,Sintético,Sintético,Caucho,Toda temporada,Camboya,Sintético,Tenis Asics Mujer Running Patriot 13,4.7,Código: 69295312,,,299990.0,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,,Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis azul cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0,5.0,Código: 64281410,221889.99999999997,258889.99999999997,369900.0,,,40.01,30.01
Skechers,Tenis con luces,Niña,Normal,Sintético,,Sintético,Toda temporada,Vietnam,,Tenis Skechers con Luces Sweetheart Lights para Niña con Velcro,4.7,Código: 26684565,,,244900.0,,Poliéster,,
Diadora,Tenis moda,Unisex,Normal,Tela,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Diadora Esportne Unisex para Niños con Velcro | Tenis Colegiales Diadora Negros,4.7,Código: 883020560,99990.0,109990.0,149990.0,,,33.34,26.67
Adidas Originals,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Adidas Originals para Mujer Lifestyle Stan Smith,5.0,Código: 72777218,,,599950.0,,,,
Converse,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Converse para Mujer Moda Chuck Taylor All Star Move,5.0,Código: 71195822,297490.0,339990.0,424990.0,,,30.0,20.0
adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Sintético,Tenis adidas Mujer Moda Zntasy,4.8,Código: 66596599,,,,Lifestyle,,,
Converse,Tenis moda,Mujer,Grande,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Converse para Mujer Moda Chuck Taylor All Star Lift,,Código: 71195867,297490.0,339990.0,424990.0,,,30.0,20.0
Adidas,Tenis,Hombre,Normal,Tela,,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Response Super 3.0 | Tenis de Running Color Blanco,4.8,Código: 72801635,,,539950.0,Running,Textil,,
La Martina,Tenis moda,Hombre,Normal,Sintético,Poliuretano,Goma,Toda temporada,China,Cuero,Tenis La Martina para Hombre Moda Adolfo2,4.8,Código: 883028909,,,249990.0,Lifestyle,,,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Moda Court Ad,4.8,Código: 72815634,,,309990.0,,,,
Steven Madden,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,Textil,Tenis Negros Steven Madden para Mujer Moda Possesion 1 | Tenis de Moda para Mujer color Negro Steven Madden,,Código: 72800054,295990.0,,,,Textil,,
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Moda Wmns Air Force 1 '07 Se | Zapatillas Nike para Mujer Air Force 1,,Código: 72825944,545990.0,623990.0,779950.0,,,30.0,20.0
Adidas,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Training Rapidmove Training,5.0,Código: 72738036,,,549950.0,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Skechers Mujer Dluxfitness-Perfectt,4.7,Código: 72706861,,,319900.0,,,,
Skechers,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Sintético,Tenis Skechers para Hombre Running Gorunconsistnt Trace,5.0,Código: 72822987,,,259990.0,Running,,,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Suiza,Poliéster,Tenis Call It Spring para Mujer Moda Lizziee,4.5,Código: 72826377,143990.0,,,Lifestyle,,,
On Running,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Onrunning para Mujer Running Cloudmonster,,Código: 72901699,,,999990.0,Running,,,
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Indonesia,Sintético,Tenis Reebok Hombre Cross training Flexagon Energy Tr 4,4.6,Código: 63868731,,,249990.0,Cross training,,,
Diadora,Guayos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,"Guayos Diadora Para Cancha Sintética - Zapatilla De Fútbol Con Suela Lisa Y Sin Taches, Color Blanco De Hombre Con Cordones",3.5,Código: 882530176,,,199990.0,Fútbol,,,
On Running,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis On Running para Mujer Cross training Cloud 5,5.0,Código: 72736598,,,799990.0,,,,
Reebok,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,,Tenis Deportivos Reebok para Mujer de Cross Training Nano X3,,Código: 72790855,377990.0,431990.0,539990.0,Cross training,Textil,30.0,20.0
Puma,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma para Mujer R78 Voyage Wns . Tenis de Moda Puma,5.0,Código: 72716474,,,439990.0,,,,
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Mujer Moda Grand Court Alpha,4.8,Código: 72712387,,,449950.0,Lifestyle,,,
Adidas,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Hombre Básquetbol Midcity Low,5.0,Código: 69678694,,,459950.0,Básquetbol,,,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Switch Move,4.8,Código: 72738198,,,299990.0,Running,,,
Fila,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,Tenis Fila Mujer Moda Raptor,4.9,Código: 64679192,,,,,,,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,,Tenis Moda Call It Spring Refresh Mujer,5.0,Código: 34169975,175990.0,,,,,,
Veja,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-12 Mujer,5.0,Código: 62677131,799990.0,899990.0,999990.0,,,20.0,10.0
New Balance,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance para Mujer Moda 997H,3.3,Código: 72735511,418590.0,478390.0,597990.0,,,30.0,20.0
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Sybilla para Mujer Moda Bosinew,4.4,Código: 882994372,,,109990.0,Lifestyle,,,
Reebok,Tenis deportivos,Niño,Normal,Sintético,,Goma,Toda temporada,Vietnam,Textil,Tenis Reebok Club Classic para Niño,5.0,Código: 72768786,153889.99999999997,175890.0,219900.0,,Textil,30.02,20.01
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Mujer Moda Court Silk,4.6,Código: 72712428,,,379950.0,Lifestyle,,,
Asics,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Running Novablast 4,4.7,Código: 72878402,,,699990.0,Running,,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,China,,Tenis Moda Sybilla Bombe Mujer,4.7,Código: 882687590,65990.0,76990.0,109990.0,,Sintético,40.0,30.0
Fratta,Guayos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,"Guayos Fratta Para Cancha Sintética - Zapatilla De Fútbol Con Suela De Torretines, Color Negro De Hombre Con Cordones",4.9,Código: 882816169,,,139990.0,Fútbol,,,
On Running,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Sintético,Tenis On Running Mujer Moda Cloud 5,,Código: 70110761,,,799990.0,,Sintético,,
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Moda Slipstream Invdr Suede,5.0,Código: 72794118,,,689900.0,,Textil,,
Hoka,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka Mujer Running Clifton 9,4.0,Código: 67134511,559990.0,639990.0,799990.0,Running,,30.0,20.0
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Moda Skechers Unogen1 Frostykicks para Niña,5.0,Código: 72838611,,,249900.0,,,,
Veja,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-10 Hombre,,Código: 62669823,847990.0,953990.0,1059990.0,,,20.0,10.0
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Moda Wmns Air Force 1 '07 Rec | Zapatillas Nike para Mujer Air Force 1,,Código: 72825986,,,699990.0,,,,
Yamp,Tenis moda,Niño,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Moda Yamp Sp Basic para Niño con Velcro | Tenis Azules para Niño Yamp,4.8,Código: 883033491,69990.0,,,,,,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Moda Air Force 1 '07| Zapatillas Nike para Hombre Air Force 1,,Código: 72826060,,,739950.0,,,,
Nike,Tenis,Mujer,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running React Infinity 3,5.0,Código: 72715053,566990.0,647990.0,809990.0,Running,,30.0,20.0
Basement,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,Toda temporada,China,Cuero,Tenis Basement para Mujer Moda Bambory2,3.0,Código: 882994308,119990.0,,,Lifestyle,,,
Asics,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Hombre Running Novablast 4,4.8,Código: 72878372,,,699990.0,Running,,,
On Running,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Textil,Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer,5.0,Código: 72736569,,,899990.0,Running,,,
Nike,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Moda Court Legacy Nn,,Código: 72875561,,,344990.0,Lifestyle,,,
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis moda Skechers Bounder Rozerg para Niño,,Código: 72882971,,,179990.0,,,,
ELV,Tenis moda,Niña,Normal,Tela,,Goma,Toda temporada,China,Sintético,Tenis ELV Canlow Blanco para Niña,3.7,Código: 882812690,65990.0,76990.0,109990.0,,Textil,40.0,30.0
Converse,Tenis moda,Unisex,Grande,Tela,,Caucho,Toda temporada,Vietnam,,Tenis Converse Unisex Moda Chuck Taylor All Star,4.9,Código: 19772336,,,324990.0,,Textil,,
Puma,Guayos,Hombre,Normal,Sintético,,Caucho,Toda temporada,Camboya,Textil,Guayos Puma para cancha Sintética Hombre Attacanto Tt,,Código: 72794332,,,309900.0,Fútbol,Textil,,
Puma,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Mujer Moda Mayze Lth Wns,,Código: 72794814,,,619900.0,,Textil,,
Japan S Pf,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Camboya,Poliéster,Tenis Asics Japan S Pf para Mujer Moda,4.7,Código: 72806993,244990.0,279990.0,349990.0,,,30.0,20.0
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Birmania,Textil,Tenis Adidas para Hombre Moda Park Street,5.0,Código: 72781188,,,419950.0,,,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Moda Skechers Unogen1 Marblesweeth para Niña,5.0,Código: 72838510,167890.0,191890.0,239900.0,,,30.02,20.01
New Balance,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis New Balance para Mujer Moda 574,4.7,Código: 72735875,,,557990.0,,,,
Reebok,Tenis moda,Niña,Normal,Tela,,Goma,Toda temporada,China,Textil,Tenis Reebok Rus Runner para Niña,5.0,Código: 63117947,139990.0,159990.0,199990.0,,Textil,30.0,20.0
Under Armour,Tenis deportivos,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Surge 3,,Código: 72890685,,,309990.0,Running,,,
Asics,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Hombre Running Novablast 4,4.8,Código: 72878383,,,699990.0,Running,,,
Coniglio,Tenis moda,Niña,Normal,Sintético,,Caucho,Toda temporada,China,Poliéster,Tenis Coniglio Embrohig Bl2 para Niña,4.6,Código: 882837988,71990.0,83990.0,119990.0,,Textil,40.0,30.0
Skechers,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,,Tenis Moda Skechers Summits Mujer,4.9,Código: 51528279,179990.0,199990.0,279900.0,,Poliéster,35.69,28.55
adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Sintético,Tenis adidas Mujer Moda Grand Court TD,4.8,Código: 56004164,,,299950.0,Lifestyle,,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Textil,Tenis Asics Hombre Running Jolt 4,4.9,Código: 71279039,,,299990.0,Running,,,
Yamp,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Yamp Sp Platastar para Niña Velcro,5.0,Código: 882996551,99990.0,,,,,,
Asics,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,Tenis Asics Fantasy 4 Ps para Niño Velcro,4.3,Código: 72822484,161990.0,188990.0,269990.0,,,40.0,30.0
Adidas,Tenis deportivos,Mujer,Normal,Cuero,,Caucho,Toda temporada,Vietnam,Sintético,Tenis Adidas Mujer para jugar tenis Breaknet 2.0,4.9,Código: 69678744,,,349950.0,Tenis,Sintético,,
New Balance,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance 500 para Hombre,5.0,Código: 69639251,,,400990.0,,,,
Puma,Tenis moda,Hombre,Normal,Cuero,Sintético,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Hombre Moda Palermo Lth,5.0,Código: 72878592,,,549990.0,Lifestyle,,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Moda Skechers Microspecmax Epicbri para Niña Velcro,1.0,Código: 72838552,132889.99999999997,151889.99999999997,189900.0,,,30.02,20.02
Asics,Tenis deportivos,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,Vietnam,,Tenis Asics Mujer Running Noosa Tri 14,4.7,Código: 63814633,,,,Running,,,
Puma,Tenis deportivos,Hombre,Normal,Tela,,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Running Transport,,Código: 72794090,,,389900.0,Running,Textil,,
Veja,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja Campo Hombre,5.0,Código: 62677172,759990.0,854990.0,949990.0,,,20.0,10.0
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,Textil,Tenis Adidas Hombre Running  Switch Move U,4.9,Código: 71786730,,,299990.0,Running,,,
Diadora,Guayos,Unisex,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Guayos Diadora Futsokt Unisex,5.0,Código: 883001555,99990.0,109990.0,149990.0,,,33.34,26.67
Veja,Tenis moda,Mujer,Normal,Cuero,,Caucho,Toda temporada,Brasil,,Tenis Moda Veja Esplar Logo Mujer,5.0,Código: 39522904,,,999990.0,,Textil,,
Under Armour,Tenis,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Essential | Zapatillas Under Armour Essential,4.9,Código: 72763348,202990.0,231990.0,289990.0,Running,,30.0,20.0
Converse,Tenis moda,Mujer,Normal,Tela,Algodón,Caucho,Toda temporada,Vietnam,,Tenis Converse Mujer Moda Chuck Taylor All Star Lift High,4.8,Código: 16813221,,,399990.0,,,,
Converse,Tenis moda,Unisex,Grande,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Converse Unisex Moda Chuck Taylor All Star Lift Platform,5.0,Código: 72727836,297490.0,339990.0,424990.0,,,30.0,20.0
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Running Zig Kinetica 3,4.6,Código: 63869989,,,549990.0,Running,,,
Reebok,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Lifestyle Npc Ii Syn | Zapatillas Reebok Hombre de moda color Negro,4.7,Código: 4083022,,,289900.0,Lifestyle,,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Goma,Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda Court Midbas,3.5,Código: 883015978,,,199990.0,Lifestyle,,,
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Skechers Microspec Brightretr Niña,5.0,Código: 64438429,104890.0,119890.0,149900.0,,Poliéster,30.03,20.02
Vans,Tenis moda,Unisex,Normal,Cuero,Textil,Caucho,Toda temporada,China,Textil,Tenis Vans Unisex Moda Old Skool,4.7,Código: 28053902,,,329900.0,,,,
Paw Patrol,Tenis con luces,Niña,Normal,Sintético,,Caucho,Toda temporada,China,Poliéster,Tenis con Luces Paw Patrol Bota tall para Niña,3.7,Código: 882817981,,,,,Poliéster,,
Diadora,Tenis moda,Niña,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,Tenis Moda Diadora Girl Courtn para Niña,5.0,Código: 883001466,99990.0,109990.0,129990.0,,,23.08,15.39
Asics,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Camboya,Poliéster,Tenis Asics para Hombre Running Gel-Contend 8,5.0,Código: 71278966,,,349990.0,Running,,,
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Moda Skechers Hyper Blitz Hydro Tr para Niño Velcro,5.0,Código: 72838710,132889.99999999997,151889.99999999997,189900.0,,,30.02,20.02
Mountain Gear,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,Zapatillas de Ciclismo Mountain Gear para Hombre Bicicroscu. Zapatos para montar bicicleta,4.7,Código: 882556034,,,,Ciclismo,,,
Diadora,Tenis deportivos,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Sintético,Tenis Diadora Mujer Running Snipe,5.0,Código: 882741220,,,239990.0,Running,Textil,,
Skechers,Tenis moda,Niña,Normal,Sintético,Sintético,Goma,Toda temporada,China,Poliéster,Tenis Skechers Gorun650 Fierceflash para Niña Velcro,5.0,Código: 72761945,111890.0,127890.0,159900.0,,,30.03,20.02
Reebok,Tenis,Niño,Normal,Sintético,,Goma,Toda temporada,Vietnam,Textil,Tenis Reebok para Niño Lifestyle Club C 85,5.0,Código: 72768239,139889.99999999997,159889.99999999997,199900.0,Lifestyle,Textil,30.02,20.02
Fratta,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,Tenis Fratta Hombre Running Rollinarew,4.4,Código: 882816217,89990.0,104990.0,149990.0,Running,,40.0,30.0
Nautica,Tenis moda,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,Tenis Nautica para Hombre Eskdale,4.9,Código: 72371449,,,299990.0,,,,
Skechers,Tenis moda,Niño,,Sintético,,Goma,Toda temporada,China,Poliéster,Tenis Skechers Comfyflex2.0 Tronox para Niño,5.0,Código: 72738266,104890.0,119890.0,149900.0,,Poliéster,30.03,20.02
Adidas,Tenis deportivos,Unisex,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Breaknet Lifestyle adidas Court Tira Regulable de Cierre por Contacto Doble Unisex,4.8,Código: 72781212,,,239950.0,Lifestyle,,,
Adidas,Tenis moda,Niña,Normal,Sintético,Textil,Sintético,Toda temporada,Vietnam,Textil,Tenis Adidas Advantage para niña con Velcro,,Código: 72833367,167990.0,191990.0,239950.0,,,29.99,19.99
Skechers,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Skechers Mujer - Zapatos Skechers Dama D'Lux Fitness - Newmoxie Negro Tenis cómodos para mujer | Zapatillas moda,5.0,Código: 72706884,,,359900.0,,,,
Skechers,Tenis moda,Hombre,Normal,Tela,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Hombre Moda Go Walk Flex Quota,5.0,Código: 72728626,170990.0,198990.0,284990.0,,,40.0,30.18
