brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Crossbar Cohasset | Zapatillas Skechers para Hombre Mid Cross'],['3 (1)'],['Código: 72808307'],,,359.990,,
Reebok,Sandalias,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,China,Sintético,['Chanclas Reebok para Hombre Fulgere Slide . Chanclas Fulgere Slide Reebok'],['4.6 (24)'],['Código: 72713840'],,,119.900,,
Skechers,Tenis moda,Niña,Normal,Tela,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Skechers Dreamy Dancer Super Sw para Niña'],['5 (1)'],['Código: 72821972'],111.990,127.990,159.990,,
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Hoka Hombre Running Clifton 9'],['4.9 (10)'],['Código: 67134498'],639.990,719.990,799.990,Running,
Japan S,Tenis moda,Hombre,Normal,Cuero,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Asics Japan S para Hombre Moda'],['(0)'],['Código: 72806956'],265.990,303.990,379.990,,
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,['Tenis Skechers Microspec Brightretr para Niña Velcro'],['5 (6)'],['Código: 72761930'],,,144.900,,Poliéster
Adidas,Tenis,Hombre,Normal,Tela,Sintético,Caucho,Toda temporada,Indonesia,Sintético,['Tenis Adidas para Hombre Moda Showtheway 2.0'],['4.7 (681)'],['Código: 38215420'],,,,Lifestyle,
Veja,Tenis moda,Mujer,Normal,Cuero,,Caucho,Toda temporada,Brasil,,['Tenis Moda Veja Esplar Logo Mujer'],['(0)'],['Código: 39522911'],,,999.990,,Textil
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Moda Skechers Gorun650 Fierceflash para Niña Velcro'],['4.5 (2)'],['Código: 72838492'],,,159.900,,
Veja,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja V-12 Mujer'],['5 (2)'],['Código: 62677167'],799.990,899.990,999.990,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,Indonesia,Textil,['Tenis New Balance Mujer Moda 997'],['5 (10)'],['Código: 69639207'],413.690,472.790,590.990,,
Adidas,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Mujer Outdoor Terrex Eastrail 2 W'],['4.5 (171)'],['Código: 72712244'],377.990,431.990,539.990,Outdoor,
Skechers,Tenis con luces,Niña,Normal,Sintético,,Goma,Toda temporada,China,Sintético,['Tenis con luces Skechers Heart Lights Niña Velcro'],['4.5 (12)'],['Código: 23422334'],160.890,183.890,229.900,,Poliéster
Nike,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,Vietnam,Textil,['Tenis Nike Mujer Moda Air Max Excee'],['5 (1)'],['Código: 69405881'],472.490,539.990,674.990,,
Under Armour,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Phade RN 2 | Tenis de Running para Mujer Color Rosado'],['(0)'],['Código: 72804538'],188.990,215.990,269.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Skech Air Dynamight Daily Gri'],['5 (3)'],['Código: 72820738'],,,269.990,,
Adidas,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,Toda temporada,Indonesia,,['Tenis Adidas Grand Court 2.0 para Niña'],['4.8 (993)'],['Código: 39703331'],202.990,231.990,289.950,,
On Running,Tenis deportivos,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,['Tenis On Running Mujer Running Cloudflyer 4'],['5 (3)'],['Código: 48607756'],799.990,899.990,999.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Glide Stepswift Slig'],['(0)'],['Código: 72791638'],233.990,272.990,389.990,,Poliéster
Rebook,Tenis deportivos,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Rebook Hombre Running Zig Kinetica 3'],['4.5 (2)'],['Código: 63869971'],,,,Running,
Converse,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Converse Unisex Moda Chuck Taylor All Star'],['(0)'],['Código: 72807304'],,,439.000,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,,['Tenis Adidas para Hombre Moda Advantage'],['4.8 (2681)'],['Código: 16501643'],,,379.950,Lifestyle,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,Vietnam,,['Tenis Asics Hombre Running Jolt 4'],['4.7 (24)'],['Código: 64276569'],,,279.990,Running,
Adidas Originals,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Originals para Hombre Moda Superstar'],['4.6 (5)'],['Código: 72762171'],,,599.950,,
Nike,Tenis moda,Hombre,Normal,Cuero,Sintético,Caucho,Toda temporada,Vietnam,,"[""Tenis moda Nike Air Force 1 '07 Fresh Hombre""]",['5 (1)'],['Código: 64598744'],,,899.950,,
Reebok,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Reebok para Hombre Moda Classic Harry Potter | Tenis Harry Potter Reebok Hogwarts'],['4 (1)'],['Código: 72870122'],,,429.990,Lifestyle,
Reebok,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Reebok para Hombre Moda Classic Harry Potter | Tenis Harry Potter Reebok Hogwarts'],['4 (1)'],['Código: 72870122'],,,429.990,Lifestyle,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Moda Dunk Low Retro Nas | Zapatillas Nike para Hombre Dunk'],['(0)'],['Código: 72825859'],,,649.950,,
On Running,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer'],['(0)'],['Código: 72736584'],,,899.990,Running,
Fila,Tenis moda,Niño,,Sintético,,Sintético,Toda temporada,China,,['Tenis Fila Calgary Niño'],['4.6 (21)'],['Código: 67268047'],,,139.990,,Textil
Asics,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,['Tenis Asics Mujer Moda Japan S PF'],['4.8 (6)'],['Código: 52334691'],,,349.990,,Sintético
Puma,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Puma Rickie para Niño'],['5 (3)'],['Código: 72722139'],202.890,231.890,289.900,,
Adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Hombre Moda Alphaedge +'],['5 (8)'],['Código: 72712589'],,,419.950,Lifestyle,
Asics,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics para Hombre Running Gel Spectrum Az0'],['4.6 (19)'],['Código: 72742807'],319.990,,,Running,
New Balance,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis New Balance para Hombre Moda 580'],['5 (2)'],['Código: 72735767'],,,929.990,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Flexcomfort Freshene'],['4 (2)'],['Código: 72836658'],,,299.990,,
Nike,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Court Legacy'],['4.1 (61)'],['Código: 72714970'],,,399.990,,
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2'],['5 (6)'],['Código: 72824035'],,,269.990,Running,
Puma,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,,['Tenis Puma Mujer Moda Cali Star Mix'],['4.7 (13)'],['Código: 61898307'],,,569.990,Lifestyle,
Adidas,Tenis deportivos,Mujer,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,,['Tenis Adidas para Mujer Running Lite Racer 3.0'],['4.8 (874)'],['Código: 63085252'],,,329.990,Running,
Fratta,Tenis,Hombre,Normal,Tela,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),['Tenis Fratta para Hombre Running Tinmarita'],['2.5 (2)'],['Código: 883014582'],83.990,97.990,139.990,Running,
Coniglio,Tenis moda,Niña,Normal,Sintético,,Caucho,Toda temporada,China,Poliéster,['Tenis Coniglio Sp Vicky4 para Niña'],['5 (2)'],['Código: 882812922'],,,,,Poliéster
Mountain Gear,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Textil,['Tenis Mountain Gear para Mujer Trekking Plama4'],['5 (1)'],['Código: 883014778'],,,239.990,Trekking,
Nike,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Nike para Hombre Moda Air Max Excee'],['4.6 (54)'],['Código: 4968427'],,,614.990,Lifestyle,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Bobssquad Chaos Foff'],['(0)'],['Código: 72820611'],,,249.990,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Poliuretano,['Tenis Asics Hombre Running Novablast 3'],['4.7 (7)'],['Código: 71278703'],,,699.990,Running,
Asics,Tenis deportivos,Mujer,Normal,Sintético,Sintético,Caucho,Toda temporada,Camboya,Sintético,['Tenis Asics Mujer Running Patriot 13'],['4.7 (24)'],['Código: 69295312'],,,299.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,,['Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis azul cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0'],['5 (23)'],['Código: 64281410'],221.890,258.890,369.900,,
Skechers,Tenis con luces,Niña,Normal,Sintético,,Sintético,Toda temporada,Vietnam,,['Tenis Skechers con Luces Sweetheart Lights para Niña con Velcro'],['4.7 (20)'],['Código: 26684565'],,,244.900,,Poliéster
Diadora,Tenis moda,Unisex,Normal,Tela,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Diadora Esportne Unisex para Niños con Velcro | Tenis Colegiales Diadora Negros'],['4.7 (3)'],['Código: 883020560'],99.990,109.990,149.990,,
Adidas Originals,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Adidas Originals para Mujer Lifestyle Stan Smith'],['5 (1)'],['Código: 72777218'],,,599.950,,
Converse,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse para Mujer Moda Chuck Taylor All Star Move'],['5 (1)'],['Código: 71195822'],297.490,339.990,424.990,,
adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Sintético,['Tenis adidas Mujer Moda Zntasy'],['4.8 (180)'],['Código: 66596599'],,,,Lifestyle,
Converse,Tenis moda,Mujer,Grande,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse para Mujer Moda Chuck Taylor All Star Lift'],['(0)'],['Código: 71195867'],297.490,339.990,424.990,,
Adidas,Tenis,Hombre,Normal,Tela,,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Response Super 3.0 | Tenis de Running Color Blanco'],['4.8 (422)'],['Código: 72801635'],,,539.950,Running,Textil
La Martina,Tenis moda,Hombre,Normal,Sintético,Poliuretano,Goma,Toda temporada,China,Cuero,['Tenis La Martina para Hombre Moda Adolfo2'],['4.8 (5)'],['Código: 883028909'],,,249.990,Lifestyle,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Reebok para Hombre Moda Court Ad'],['4.8 (21)'],['Código: 72815634'],,,309.990,,
Steven Madden,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,Textil,['Tenis Negros Steven Madden para Mujer Moda Possesion 1 | Tenis de Moda para Mujer color Negro Steven Madden'],['(0)'],['Código: 72800054'],295.990,,,,Textil
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,"[""Tenis Nike para Mujer Moda Wmns Air Force 1 '07 Se | Zapatillas Nike para Mujer Air Force 1""]",['(0)'],['Código: 72825944'],545.990,623.990,779.950,,
Adidas,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Training Rapidmove Training'],['5 (1)'],['Código: 72738036'],,,549.950,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Skechers Mujer Dluxfitness-Perfectt'],['4.7 (12)'],['Código: 72706861'],,,319.900,,
Skechers,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Sintético,['Tenis Skechers para Hombre Running Gorunconsistnt Trace'],['5 (1)'],['Código: 72822987'],,,259.990,Running,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Suiza,Poliéster,['Tenis Call It Spring para Mujer Moda Lizziee'],['4.5 (2)'],['Código: 72826377'],143.990,,,Lifestyle,
On Running,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Onrunning para Mujer Running Cloudmonster'],['(0)'],['Código: 72901699'],,,999.990,Running,
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Indonesia,Sintético,['Tenis Reebok Hombre Cross training Flexagon Energy Tr 4'],['4.6 (22)'],['Código: 63868731'],,,249.990,Cross training,
Diadora,Guayos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,"['Guayos Diadora Para Cancha Sintética - Zapatilla De Fútbol Con Suela Lisa Y Sin Taches, Color Blanco De Hombre Con Cordones']",['3.5 (2)'],['Código: 882530176'],,,199.990,Fútbol,
On Running,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Cross training Cloud 5'],['5 (1)'],['Código: 72736598'],,,799.990,,
Reebok,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,,['Tenis Deportivos Reebok para Mujer de Cross Training Nano X3'],['(0)'],['Código: 72790855'],377.990,431.990,539.990,Cross training,Textil
Puma,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma para Mujer R78 Voyage Wns . Tenis de Moda Puma'],['5 (8)'],['Código: 72716474'],,,439.990,,
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Mujer Moda Grand Court Alpha'],['4.8 (12)'],['Código: 72712387'],,,449.950,Lifestyle,
Adidas,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Hombre Básquetbol Midcity Low'],['5 (7)'],['Código: 69678694'],,,459.950,Básquetbol,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Switch Move'],['4.8 (29)'],['Código: 72738198'],,,299.990,Running,
Fila,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,['Tenis Fila Mujer Moda Raptor'],['4.9 (7)'],['Código: 64679192'],,,,,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,,['Tenis Moda Call It Spring Refresh Mujer'],['5 (3)'],['Código: 34169975'],175.990,,,,
Veja,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja V-12 Mujer'],['5 (1)'],['Código: 62677131'],799.990,899.990,999.990,,
New Balance,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis New Balance para Mujer Moda 997H'],['3.3 (3)'],['Código: 72735511'],418.590,478.390,597.990,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Sybilla para Mujer Moda Bosinew'],['4.4 (12)'],['Código: 882994372'],,,109.990,Lifestyle,
Reebok,Tenis deportivos,Niño,Normal,Sintético,,Goma,Toda temporada,Vietnam,Textil,['Tenis Reebok Club Classic para Niño'],['5 (1)'],['Código: 72768786'],153.890,175.890,219.900,,Textil
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Mujer Moda Court Silk'],['4.6 (5)'],['Código: 72712428'],,,379.950,Lifestyle,
Asics,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Novablast 4'],['4.7 (9)'],['Código: 72878402'],,,699.990,Running,
Sybilla,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,China,,['Tenis Moda Sybilla Bombe Mujer'],['4.7 (296)'],['Código: 882687590'],65.990,76.990,109.990,,Sintético
Fratta,Guayos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,"['Guayos Fratta Para Cancha Sintética - Zapatilla De Fútbol Con Suela De Torretines, Color Negro De Hombre Con Cordones']",['4.9 (16)'],['Código: 882816169'],,,139.990,Fútbol,
On Running,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Sintético,['Tenis On Running Mujer Moda Cloud 5'],['(0)'],['Código: 70110761'],,,799.990,,Sintético
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,['Tenis Puma para Hombre Moda Slipstream Invdr Suede'],['5 (4)'],['Código: 72794118'],,,689.900,,Textil
Hoka,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Hoka Mujer Running Clifton 9'],['4 (2)'],['Código: 67134511'],559.990,639.990,799.990,Running,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Moda Skechers Unogen1 Frostykicks para Niña'],['5 (2)'],['Código: 72838611'],,,249.900,,
Veja,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja V-10 Hombre'],['(0)'],['Código: 62669823'],847.990,953.990,1.059.990,,
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,"[""Tenis Nike para Mujer Moda Wmns Air Force 1 '07 Rec | Zapatillas Nike para Mujer Air Force 1""]",['(0)'],['Código: 72825986'],,,699.990,,
Yamp,Tenis moda,Niño,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Moda Yamp Sp Basic para Niño con Velcro | Tenis Azules para Niño Yamp'],['4.8 (19)'],['Código: 883033491'],69.990,,,,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,"[""Tenis Nike para Hombre Moda Air Force 1 '07| Zapatillas Nike para Hombre Air Force 1""]",['(0)'],['Código: 72826060'],,,739.950,,
Nike,Tenis,Mujer,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Running React Infinity 3'],['5 (1)'],['Código: 72715053'],566.990,647.990,809.990,Running,
Basement,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,Toda temporada,China,Cuero,['Tenis Basement para Mujer Moda Bambory2'],['3 (1)'],['Código: 882994308'],119.990,,,Lifestyle,
Asics,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Hombre Running Novablast 4'],['4.8 (51)'],['Código: 72878372'],,,699.990,Running,
On Running,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer'],['5 (2)'],['Código: 72736569'],,,899.990,Running,
Nike,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Hombre Moda Court Legacy Nn'],['(0)'],['Código: 72875561'],,,344.990,Lifestyle,
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis moda Skechers Bounder Rozerg para Niño'],['(0)'],['Código: 72882971'],,,179.990,,
ELV,Tenis moda,Niña,Normal,Tela,,Goma,Toda temporada,China,Sintético,['Tenis ELV Canlow Blanco para Niña'],['3.7 (3)'],['Código: 882812690'],65.990,76.990,109.990,,Textil
Converse,Tenis moda,Unisex,Grande,Tela,,Caucho,Toda temporada,Vietnam,,['Tenis Converse Unisex Moda Chuck Taylor All Star'],['4.9 (130)'],['Código: 19772336'],,,324.990,,Textil
Puma,Guayos,Hombre,Normal,Sintético,,Caucho,Toda temporada,Camboya,Textil,['Guayos Puma para cancha Sintética Hombre Attacanto Tt'],['(0)'],['Código: 72794332'],,,309.900,Fútbol,Textil
Puma,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Textil,['Tenis Puma para Mujer Moda Mayze Lth Wns'],['(0)'],['Código: 72794814'],,,619.900,,Textil
Japan S Pf,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics Japan S Pf para Mujer Moda'],['4.7 (3)'],['Código: 72806993'],244.990,279.990,349.990,,
Adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Birmania,Textil,['Tenis Adidas para Hombre Moda Park Street'],['5 (4)'],['Código: 72781188'],,,419.950,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Moda Skechers Unogen1 Marblesweeth para Niña'],['5 (2)'],['Código: 72838510'],167.890,191.890,239.900,,
New Balance,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis New Balance para Mujer Moda 574'],['4.7 (3)'],['Código: 72735875'],,,557.990,,
